"storm_id","lab_id","num_subsamples","sample_start","sample_end","storm_start","storm_end","peak_discharge","runoff_volume","instant_discharge","storm_type","Suspended Sediment (80154), mg/L","Flag_Suspended Sediment","Suspended Sediment Load, pounds","Chloride (00940), mg/L","Flag_Chloride","Chloride Load, pounds","NO2+NO3(N) (00631), mg/L","Flag_NO2+NO3(N)","NO2+NO3(N) Load, pounds","Ammonium (N) (00608), mg/L","Flag_Ammonium (N)","Ammonium (N) Load, pounds","TKN Unfiltered (00625), mg/L","Flag_TKN Unfiltered","TKN Unfiltered Load, pounds","Dissolved Reactive Phosphorus (00672), mg/L","Flag_Dissolved Reactive Phosphorus ","Dissolved Reactive Phosphorus Load, pounds","TP Unfiltered (00665), mg/L","Flag_TP Unfiltered","TP Unfiltered Load, pounds","Total Nitrogen, computed, mg/L","Total Nitrogen Load, in pounds","Organic Nitrogen, computed, mg/L","Organic Nitrogen Load, pounds","frozen","site","water_year","estimated","discrete","comments"
"ESW3-45b",NA,NA,"42436.2798611111","42437.1208333333","42436.2798611111","42437.1208333333","0.1737","4691.52",NA,NA,"123",NA,"36.02465082","8.1",NA,"2.372355054","5.1",NA,"1.493705034","0.06",NA,"0.0175730004","1.94",NA,"0.5681936796","0.168",NA,"0.04920440112","0.456",NA,"0.13355480304","7.04","2.0618987136","1.88","0.5506206792",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-1150",NA,NA,"42437.4097222222",NA,"42437.1208333333","42437.96875","0.0283","924.48","0.02376",NA,"39",NA,"2.25083274","6.5",NA,"0.37513879","5",NA,"0.2885683","0.05",NA,"0.002885683","1.29",NA,"0.0744506214","0.07",NA,"0.0040399562","0.21",NA,"0.0121198686","6.29","0.3630189214","1.24","0.0715649384",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-46",NA,NA,"42438.1118055556","42438.6041666667","42438.10625","42438.6041666667","0.0711","959.04",NA,NA,"174",NA,"10.41758532","26.3",NA,"1.574612034","10.9",NA,"0.652595862","0.08",NA,"0.0047896944","2.45",NA,"0.146684391","0.097",NA,"0.00580750446","0.481",NA,"0.02879803758","13.35","0.799280253","2.37","0.1418946966",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-47",NA,NA,"42445.0034722222","42446.0416666667","42445.0034722222","42446.0416666667","1.87","16156.8",NA,NA,"3320",NA,"3348.686792","13.6",NA,"13.71751216","6.3",NA,"6.35443578","0.06",NA,"0.060518436","17",NA,"17.1468902","0.522",NA,"0.5265103932","7.9",NA,"7.96826074","23.3","23.50132598","16.94","17.086371764",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-48a",NA,NA,"42456.2291666667","42457.3583333333","42456.2291666667","42457.3583333333","0.2077","3931.2",NA,NA,"155",NA,"38.0397745","18.8",NA,"4.61385652","9.4",NA,"2.30692826","0.07",NA,"0.017179253","1.76",NA,"0.431935504","0.118",NA,"0.0289593122","0.437",NA,"0.1072476223","11.16","2.738863764","1.69","0.414756251",FALSE,"SW3","WY16",FALSE,FALSE,"Komiskey, Matthew J.:
for some reason, most of these samples were missed"
"ESW3-48b",NA,NA,"42457.3583333333","42457.8229166667","42457.3583333333","42457.8229166667","0.0205","483.84",NA,NA,"155",NA,"4.6818184","18.8",NA,"0.567859264","9.4",NA,"0.283929632","0.07",NA,"0.0021143696","1.76",NA,"0.0531612928","0.118",NA,"0.00356422304","0.437",NA,"0.01319970736","11.16","0.3370909248","1.69","0.0510469232",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-49a",NA,NA,"42460.0375","42460.5381944444","42460.0375","42460.5381944444","0.328","3680.64",NA,NA,"999",NA,"229.54610412","15.8",NA,"3.630458904","7",NA,"1.60843116","0.07",NA,"0.0160843116","6.22",NA,"1.4292059736","0.454",NA,"0.10431824952","2.7",NA,"0.620394876","13.22","3.0376371336","6.15","1.413121662",FALSE,"SW3","WY16",FALSE,FALSE,"Komiskey, Matthew J.:
This start time is prior to the storm start, need to change"
"ESW3-49b",NA,NA,"42460.5381944444","42461.2604166667","42460.5381944444","42461.2604166667","0.4864","4138.56",NA,NA,"949",NA,"245.18650598","16.8",NA,"4.340498736","8.2",NA,"2.118576764","0.1",NA,"0.025836302","5.99",NA,"1.5475944898","0.525",NA,"0.1356405855","2.7",NA,"0.697580154","14.19","3.6661712538","5.89","1.5217581878",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42461.3541666667","42461.4381944444","0.0086","25.92",NA,NA,"949",NA,"1.53561486","16.8",NA,"0.027184752","8.2",NA,"0.013268748","0.1",NA,"0.000161814","5.99",NA,"0.0096926586","0.525",NA,"0.0008495235","2.7",NA,"0.004368978","14.19","0.0229614066","5.89","0.0095308446",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42470.7083333333","42471.4895833333","0.0389","1105.92",NA,NA,"949",NA,"65.51956736","16.8",NA,"1.159882752","8.2",NA,"0.566133248","0.1",NA,"0.006904064","5.99",NA,"0.4135534336","0.525",NA,"0.036246336","2.7",NA,"0.186409728","14.19","0.9796866816","5.89","0.4066493696",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,"42512.875","42513.0520833333","42512.875","42513.0520833333","0.0139","112.32",NA,NA,"1330",NA,"9.3258802","29.2",NA,"0.204748648","10.1",NA,"0.070820594","1.54",NA,"0.0107983876","15.2",NA,"0.106581488","0.374",NA,"0.00262246556","3.5",NA,"0.02454179","25.3","0.177402082","13.66","0.0957831004",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,"42517.8229166667","42518.0104166667","42517.8229166667","42518.0104166667","0.0171","164.16",NA,NA,"1330",NA,"13.6301326","29.2",NA,"0.299248024","10.1",NA,"0.103507022","1.54",NA,"0.0157822588","15.2",NA,"0.155772944","0.374",NA,"0.00383283428","3.5",NA,"0.03586877","25.3","0.259279966","13.66","0.1399906852",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-50",NA,NA,"42522.1881944444","42522.3645833333","42522.1881944444","42522.3645833333","0.1081","475.2",NA,NA,"1330",NA,"39.455647","29.2",NA,"0.86624428","10.1",NA,"0.29962559","1.54",NA,"0.045685486","15.2",NA,"0.45092168","0.374",NA,"0.0110950466","3.5",NA,"0.10383065","25.3","0.75054727","13.66","0.405236194",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-51",NA,NA,"42531.8555555556","42532.0208333333","42531.8555555556","42532.0208333333","0.8376","1926.72",NA,NA,"3750",NA,"451.056525","35.2",NA,"4.233917248","26.6",NA,"3.199494284","1.21",NA,"0.1455409054","25.2",NA,"3.031099848","0.422",NA,"0.05075889428","8",NA,"0.96225392","51.8","6.230594132","23.99","2.8855589426",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,"42534.4479166667","42534.5416666667","42534.4479166667","42534.5416666667","0.0092","34.56",NA,NA,"1970",NA,"4.2503144","11.7",NA,"0.025242984","7",NA,"0.01510264","0.35",NA,"0.000755132","13.6",NA,"0.029342272","0.307",NA,"0.00066235864","5.3",NA,"0.011434856","20.6","0.044444912","13.25","0.02858714",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-52",NA,NA,"42536.1305555556","42536.28125","42536.1305555556","42536.28125","0.1541","518.4",NA,NA,"1970",NA,"63.754716","11.7",NA,"0.37864476","7",NA,"0.2265396","0.35",NA,"0.01132698","13.6",NA,"0.44013408","0.307",NA,"0.0099353796","5.3",NA,"0.17152284","20.6","0.66667368","13.25","0.4288071",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-53",NA,NA,"42536.7791666667","42536.8854166667","42536.7791666667","42536.8854166667","12.32","23794.56",NA,NA,"6730",NA,"9997.0954596","5.7",NA,"8.467079364","4.9",NA,"7.278717348","0.31",NA,"0.4604902812","27.9",NA,"41.444125308","0.562",NA,"0.83482431624","10",NA,"14.8545252","32.8","48.722842656","27.59","40.9836350268",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-54",NA,NA,"42547.1611111111","42547.34375","42547.1611111111","42547.34375","1.262","3637.44",NA,NA,"4400",NA,"999.147512","6.8",NA,"1.544137064","16",NA,"3.63326368","6.84",NA,"1.5532202232","33",NA,"7.49360634","0.46",NA,"0.1044563308","7.5",NA,"1.70309235","49","11.12687002","26.16","5.9403861168",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-55",NA,NA,"42551.6833333333","42551.8388888889","42551.6833333333","42551.8388888889","0.447","1840.32",NA,NA,"2510",NA,"288.3687294","4.5",NA,"0.51699573","11.6",NA,"1.332700104","2.45",NA,"0.281475453","19.9",NA,"2.286270006","0.272",NA,"0.03124951968","4.8",NA,"0.551462112","31.5","3.61897011","17.45","2.004794553",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-56",NA,NA,"42568.3256944444","42568.4270833333","42568.3256944444","42568.4270833333","0.2207","388.8",NA,NA,"1610",NA,"39.078081","1.7",NA,"0.04126257","5.6",NA,"0.13592376","0.3",NA,"0.00728163","10",NA,"0.242721","0.156",NA,"0.0037864476","3.2",NA,"0.07767072","15.6","0.37864476","9.7","0.23543937",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42575.0833333333","42575.15625","0.1761","198.72",NA,NA,"1610",NA,"19.9732414","1.7",NA,"0.021089758","5.6",NA,"0.069472144","0.3",NA,"0.003721722","10",NA,"0.1240574","0.156",NA,"0.00193529544","3.2",NA,"0.039698368","15.6","0.193529544","9.7","0.120335678",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42575.3493055556","42575.4375","0.0631","112.32",NA,NA,"1610",NA,"11.2892234","1.7",NA,"0.011920298","5.6",NA,"0.039266864","0.3",NA,"0.002103582","10",NA,"0.0701194","0.156",NA,"0.00109386264","3.2",NA,"0.022438208","15.6","0.109386264","9.7","0.068015818",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-57",NA,NA,"42580.0909722222","42580.16875","42580.0909722222","42580.16875","1.0689","2237.76",NA,NA,"1590",NA,"222.1220778","0.6",NA,"0.083819652","1.1",NA,"0.153669362","0.04",NA,"0.0055879768","8.21",NA,"1.1469322382","0.22",NA,"0.0307338724","2.9",NA,"0.405128318","9.31","1.3006016002","8.17","1.1413442614",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42601.3125","42601.3541666667","0.0036","8.64",NA,NA,"239",NA,"0.12891182","0.5",NA,"0.00026969","1.6",NA,"0.000863008","0.15",NA,"8.0907e-05","2.56",NA,"0.0013808128","0.24",NA,"0.0001294512","0.899",NA,"0.00048490262","4.16","0.0022438208","2.41","0.0012999058",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42601.3631944444","42601.3770833333","0.0038","0",NA,NA,"239",NA,"0","0.5",NA,"0","1.6",NA,"0","0.15",NA,"0","2.56",NA,"0","0.24",NA,"0","0.899",NA,"0","4.16","0","2.41","0",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42602.4131944444","42602.4479166667","0.0233","34.56",NA,NA,"239",NA,"0.51564728","0.5",NA,"0.00107876","1.6",NA,"0.003452032","0.15",NA,"0.000323628","2.56",NA,"0.0055232512","0.24",NA,"0.0005178048","0.899",NA,"0.00193961048","4.16","0.0089752832","2.41","0.0051996232",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42602.4791666667","42602.5208333333","0.0192","25.92",NA,NA,"239",NA,"0.38673546","0.5",NA,"0.00080907","1.6",NA,"0.002589024","0.15",NA,"0.000242721","2.56",NA,"0.0041424384","0.24",NA,"0.0003883536","0.899",NA,"0.00145470786","4.16","0.0067314624","2.41","0.0038997174",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42602.5493055556","42602.6041666667","0.1063","120.96",NA,NA,"239",NA,"1.80476548","0.5",NA,"0.00377566","1.6",NA,"0.012082112","0.15",NA,"0.001132698","2.56",NA,"0.0193313792","0.24",NA,"0.0018123168","0.899",NA,"0.00678863668","4.16","0.0314134912","2.41","0.0181986812",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-58",NA,NA,"42603.4784722222","42603.5416666667","42603.4784722222","42603.5416666667","0.271","302.4",NA,NA,"1500",NA,"28.31745","0.5",NA,"0.00943915","2.2",NA,"0.04153226","0.22",NA,"0.004153226","8.66",NA,"0.163486078","0.173",NA,"0.0032659459","2.8",NA,"0.05285924","10.86","0.205018338","8.44","0.159332852",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-1303",NA,NA,"42603.5972222222",NA,"42603.5784722222","42603.6458333333","0.1063","138.24","0.02929",NA,"239",NA,"2.06258912","0.5",NA,"0.00431504","1.6",NA,"0.013808128","0.15",NA,"0.001294512","2.56",NA,"0.0220930048","0.24",NA,"0.0020712192","0.899",NA,"0.00775844192","4.16","0.0359011328","2.41","0.0207984928",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-59",NA,NA,"42606.0993055556","42606.15625","42606.0993055556","42606.15625","0.4104","449.28",NA,NA,"67400",NA,"1890.419024","0.5",NA,"0.01402388","1.3",NA,"0.036462088","0.12",NA,"0.0033657312","16.3",NA,"0.457178488","0.217",NA,"0.00608636392","6.7",NA,"0.187919992","17.6","0.493640576","16.18","0.4538127568",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-60",NA,NA,"42609.3763888889","42609.4375","42609.3763888889","42609.4375","0.1036","146.88",NA,NA,"349",NA,"3.20014154","0.5",NA,"0.00458473","1.6",NA,"0.014671136","0.12",NA,"0.0011003352","3.11",NA,"0.0285170206","0.195",NA,"0.0017880447","1.5",NA,"0.01375419","4.71","0.0431881566","2.99","0.0274166854",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-61",NA,NA,"42619.6784722222","42619.7395833333","42619.6784722222","42619.7208333333","1.172","1658.88",NA,NA,"2190",NA,"226.7985024","1",NA,"0.10356096","0.6",NA,"0.062136576","0.12",NA,"0.0124273152","9.18",NA,"0.9506896128","0.304",NA,"0.03148253184","4",NA,"0.41424384","9.78","1.0128261888","9.06","0.9382622976",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-62",NA,NA,"42619.7993055556","42619.8958333333","42619.7993055556","42619.8958333333","1.242","2367.36",NA,NA,"796",NA,"117.64093552","1.6",NA,"0.236464192","0.9",NA,"0.133011108","0.06",NA,"0.0088674072","4.84",NA,"0.7153041808","0.57",NA,"0.0842403684","2.3",NA,"0.339917276","5.74","0.8483152888","4.78","0.7064367736",FALSE,"SW3","WY16",FALSE,FALSE,NA
"ESW3-63",NA,NA,"42619.9388888889","42620.0729166667","42619.9388888889","42620.0729166667","0.0703","233.28",NA,NA,"244",NA,"3.55343544","2.3",NA,"0.033495498","2.3",NA,"0.033495498","0.06",NA,"0.0008737956","3.15",NA,"0.045874269","0.267",NA,"0.00388839042","1",NA,"0.01456326","5.45","0.079369767","3.09","0.0450004734",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,"42620.1875","42620.2916666667","42620.1875","42620.2916666667","0.0136","43.2",NA,NA,"244",NA,"0.6580436","2.3",NA,"0.00620287","2.3",NA,"0.00620287","0.06",NA,"0.000161814","3.15",NA,"0.008495235","0.267",NA,"0.0007200723","1",NA,"0.0026969","5.45","0.014698105","3.09","0.008333421",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,"42620.3270833333","42620.40625","42620.3270833333","42620.40625","0.0118","25.92",NA,NA,"244",NA,"0.39482616","2.3",NA,"0.003721722","2.3",NA,"0.003721722","0.06",NA,"9.70884e-05","3.15",NA,"0.005097141","0.267",NA,"0.00043204338","1",NA,"0.00161814","5.45","0.008818863","3.09","0.0050000526",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,"42620.4583333333","42620.53125","42620.4583333333","42620.53125","0.0052","17.28",NA,NA,"244",NA,"0.26321744","2.3",NA,"0.002481148","2.3",NA,"0.002481148","0.06",NA,"6.47256e-05","3.15",NA,"0.003398094","0.267",NA,"0.00028802892","1",NA,"0.00107876","5.45","0.005879242","3.09","0.0033333684",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42623.2013888889","42623.6597222222","0.0336","224.64",NA,NA,"244",NA,"3.42182672","2.3",NA,"0.032254924","2.3",NA,"0.032254924","0.06",NA,"0.0008414328","3.15",NA,"0.044175222","0.267",NA,"0.00374437596","1",NA,"0.01402388","5.45","0.076430146","3.09","0.0433337892",FALSE,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42626.1805555556","42626.3333333333","0.9175","2125.44",NA,NA,"244",NA,"32.37574512","2.3",NA,"0.305181204","2.3",NA,"0.305181204","0.06",NA,"0.0079612488","3.15",NA,"0.417965562","0.267",NA,"0.03542755716","1",NA,"0.13268748","5.45","0.723146766","3.09","0.4100043132",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-64",NA,NA,"42629.6145833333","42629.7708333333","42629.6145833333","42629.7708333333","0.5486","1192.32",NA,NA,"12300",NA,"915.543612","14.5",NA,"1.07929938","<0.1",NA,"0.003721722","0.06",NA,"0.0044660664","72.7",NA,"5.411383788","0.487",NA,"0.03624957228","34",NA,"2.53077096","72.75","5.41510551","72.64","5.4069177216",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42634.2916666667","42634.3854166667","0.0089","25.92",NA,NA,"3550",NA,"5.744397","14",NA,"0.02265396","1.6",NA,"0.002589024","0.12",NA,"0.0001941768","24.5",NA,"0.03964443","0.507",NA,"0.00082039698","8.9",NA,"0.014401446","26.1","0.042233454","24.38","0.0394502532",FALSE,"SW3","WY16",TRUE,FALSE,NA
"ESW3-65",NA,NA,"42634.9388888889","42635.6354166667","42634.9388888889","42635.6354166667","2.585","25064.64",NA,NA,"3550",NA,"5554.831899","14",NA,"21.90637932","1.6",NA,"2.503586208","0.12",NA,"0.1877689656","24.5",NA,"38.33616381","0.507",NA,"0.79332387966","8.9",NA,"13.926198282","26.1","40.839750018","24.38","38.1483948444",FALSE,"SW3","WY16",FALSE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW3","WY16",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW3","WY16",TRUE,FALSE,NA
"ESW1-69","1700089","17","42669.3743055556","42670.65625","42669.3743055556","42670.5833333333","0.08","3086.1",NA,NA,"160",NA,"30.825567","61.8",NA,"11.90637525375","0.3",NA,"0.057797938125","0.1",NA,"0.019265979375","4.05",NA,"0.7802721646875","0.604",NA,"0.116366515425","1.12",NA,"0.215778969","4.35","0.8380701028125","3.95","0.7610061853125",FALSE,"SW1","WY17",FALSE,FALSE,"Ennis, Ryan Patrick:
End of event was actually 14:00
"
"ESW1-70","1700756","5","42702.06875","42702.5208333333","42702.06875","42702.5208333333","0.13","1215.6",NA,NA,"70",NA,"5.31214386111111","29.6",NA,"2.24627797555556","<0.1",NA,"0.00379438847222222","0.03",NA,"0.00227663308333333","1.99",NA,"0.151016661194444","0.424",NA,"0.0321764142444444","0.679",NA,"0.0515277954527778","2.04","0.154811049666667","1.96","0.148740028111111",FALSE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-71","1700757","21","42702.625","42704","42702.625","42704","0.61","13232.4",NA,NA,"85",NA,"70.2164134861111","44.9",NA,"37.0907878297222","1.5",NA,"1.23911317916667","0.13",NA,"0.107389808861111","3.12",NA,"2.57735541266667","0.611",NA,"0.504732101647222","1.03",NA,"0.850857716361111","4.62","3.81646859183333","2.99","2.46996560380556",FALSE,"SW1","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42704.78125","42705.15625","0.01","98.4",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW1","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42709.59375","42710.78125","0.02","813",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW1","WY17",TRUE,FALSE,NA
"ESW1-72","1700758","6","42730.0625","42731.0236111111","42730.0625","42731.0236111111","0.15","4544.1",NA,NA,"4",NA,"1.134720675","10.7",NA,"3.035377805625","0.4",NA,"0.1134720675","0.07",NA,"0.0198576118125","1.19",NA,"0.3375794008125","0.21",NA,"0.0595728354375","0.295",NA,"0.08368564978125","1.59","0.4510514683125","1.12","0.317721789",FALSE,"SW1","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42745.3854166667","42745.4229166667","0.01","6.3",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",TRUE,"SW1","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42751.9979166667","42754.7916666667","0.08","6684.6",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",TRUE,"SW1","WY17",TRUE,FALSE,NA
"ESW1-73b","1700759","11","42754.7916666667","42756.0104166667","42754.7916666667","42756.0104166667","0.24","9518.7",NA,NA,"6",NA,"3.56541417083333","16.8",NA,"9.98315967833333","0.2",NA,"0.118847139027778","2.68",NA,"1.59255166297222","5.27",NA,"3.13162211338194","0.604",NA,"0.358918359863889","0.742",NA,"0.440922885793056","5.47","3.25046925240972","2.59","1.53907045040972",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-73c","1700760","9","42756.0104166667","42757.3631944444","42756.0104166667","42757.3631944444","0.37","20634.3",NA,NA,"6",NA,"7.7289782875","15.6",NA,"20.0953435475","0.4",NA,"0.515265219166667","3.56",NA,"4.58586045058333","6.61",NA,"8.51475774672917","0.882",NA,"1.1361598082625","1.04",NA,"1.33968956983333","7.01","9.03002296589583","3.05","3.92889729614583",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-73d","1700761","3","42757.3631944444","42758.3402777778","42757.3631944444","42758.3402777778","0.37","10707.6",NA,NA,"5",NA,"3.34228315277778","16",NA,"10.6953060888889","0.2",NA,"0.133691326111111","3.18",NA,"2.12569208516667","6.06",NA,"4.05084718116667","0.945",NA,"0.631691515875","1.09",NA,"0.728617727305556","6.26","4.18453850727778","2.88","1.925155096",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-73e","1700762","3","42758.3402777778","42760.0777777778","42758.3402777778","42760.2395833333","0.28","13775.7",NA,NA,"4",NA,"3.43997086388889","15.4",NA,"13.2438878259722","0.1",NA,"0.0859992715972222","1.92",NA,"1.65118601466667","4.5",NA,"3.869967221875","0.755",NA,"0.649294500559028","0.867",NA,"0.745613684747917","4.6","3.95596649347222","2.58","2.21878120720833",TRUE,"SW1","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42778.625","42779.0180555556","0.07","1265.1",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",TRUE,"SW1","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42779.5833333333","42779.9583333333","0.1","1269.9",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",TRUE,"SW1","WY17",TRUE,FALSE,NA
"ESW1-74","1701008","4","42780.46875","42780.8340277778","42780.46875","42780.8340277778","0.39","4259.1",NA,NA,"7",NA,"1.86121684097222","13.2",NA,"3.50972318583333","<0.1",NA,"0.0132944060069444","1.87",NA,"0.497210784659722","3.68",NA,"0.978468282111111","0.595",NA,"0.158203431482639","0.715",NA,"0.190110005899306","3.73","0.991762688118056","1.81","0.481257497451389",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-75","1701009","3","42783.4791666667","42783.90625","42783.4791666667","42783.90625","0.56","8280",NA,NA,"31",NA,"16.0240808333333","5.5",NA,"2.84298208333333","<0.1",NA,"0.0258452916666667","1.34",NA,"0.692653816666667","2.7",NA,"1.39564575","0.447",NA,"0.2310569075","0.591",NA,"0.3054913475","2.75","1.42149104166667","1.36","0.702991933333333",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-76","1701010","6","42784.3229166667","42784.8875","42784.3229166667","42784.8875","0.53","10335.3",NA,NA,"31",NA,"20.0016524923611","9.8",NA,"6.32310304597222","<0.1",NA,"0.0322607298263889","1.3",NA,"0.838778975486111","2.73",NA,"1.76143584852083","0.446",NA,"0.287765710051389","0.589",NA,"0.380031397354861","2.78","1.79369657834722","1.43","0.922656873034722",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-77a","1701011","6","42785.3541666667","42786.7423611111","42785.3541666667","42786.7423611111","0.17","5893.8",NA,NA,"14",NA,"5.15115391388889","27.5",NA,"10.1183380451389","<0.1",NA,"0.0183969782638889","0.87",NA,"0.320107421791667","3.09",NA,"1.13693325670833","0.204",NA,"0.0750596713166667","0.415",NA,"0.152694919590278","3.14","1.15533023497222","2.22","0.816825834916667",TRUE,"SW1","WY17",FALSE,FALSE,NA
"ESW1-77b","1701012","14","42786.7423611111","42787.9","42786.7423611111","42787.9","0.21","8700.3",NA,NA,"14",NA,"7.60402192083333","46.6",NA,"25.3105301079167","<0.1",NA,"0.0271572211458333","0.77",NA,"0.418221205645833","3.77",NA,"2.04765447439583","0.267",NA,"0.14501956091875","0.5",NA,"0.271572211458333","3.82","2.07481169554167","3","1.62943326875",TRUE,"SW1","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42787.9","42789.28125","0.03","1365.3",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",TRUE,"SW1","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42793.5666666667","42793.8423611111","0.13","1726.5",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW1","WY17",TRUE,FALSE,NA
"ESW1-78a","1701223","15","42794.0208333333","42794.9284722222","42794.0208333333","42794.9284722222","0.62","14043.9",NA,NA,"21",NA,"18.4114553729167","42.2",NA,"36.9982579398611","0.2",NA,"0.175347194027778","0.41",NA,"0.359461747756944","2.61",NA,"2.2882808820625","0.289",NA,"0.253376695370139","0.453",NA,"0.397161394472917","2.81","2.46362807609028","2.2","1.92881913430556",FALSE,"SW1","WY17",FALSE,FALSE,NA
