"storm_id","lab_id","num_subsamples","sample_start","sample_end","storm_start","storm_end","peak_discharge","runoff_volume","instant_discharge","storm_type","Suspended Sediment (80154), mg/L","Flag_Suspended Sediment","Suspended Sediment Load, pounds","Chloride (00940), mg/L","Flag_Chloride","Chloride Load, pounds","NO2+NO3(N) (00631), mg/L","Flag_NO2+NO3(N)","NO2+NO3(N) Load, pounds","Ammonium (N) (00608), mg/L","Flag_Ammonium (N)","Ammonium (N) Load, pounds","TKN Unfiltered (00625), mg/L","Flag_TKN Unfiltered","TKN Unfiltered Load, pounds","Dissolved Reactive Phosphorus (00672), mg/L","Flag_Dissolved Reactive Phosphorus ","Dissolved Reactive Phosphorus Load, pounds","TP Unfiltered (00665), mg/L","Flag_TP Unfiltered","TP Unfiltered Load, pounds","Total Nitrogen, computed, mg/L","Total Nitrogen Load, in pounds","Organic Nitrogen, computed, mg/L","Organic Nitrogen Load, pounds","frozen","site","water_year","estimated","discrete","comments"
"East SW1-1","20-12-1","6","40939.5","40939.84375","40939.5","40939.875","0.0903","1563.84",NA,"snowmelt","275",NA,"26.8476395","13.4",NA,"1.308212252","2.7",NA,"0.263595006","0.57",NA,"0.0556478346","3.21",NA,"0.3133851738","0.298",NA,"0.02909307844","0.731",NA,"0.07136590718","5.91","0.5769801798","2.64","0.2577373392",TRUE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"40943.71875","40943.8020833333","0.0356","190.08",NA,NA,"68",NA,"0.80691248","3",NA,"0.03559908","1.7",NA,"0.020172812","0.47",NA,"0.0055771892","2.42",NA,"0.0287165912","0.074",NA,"0.00087811064","0.36",NA,"0.0042718896","4.12","0.0488894032","1.95","0.023139402",TRUE,"SW1-Wall","WY12",TRUE,FALSE,NA
"East SW1-2a","54-12-7","12","40968.1979166667","40968.4583333333","40968.1875","40968.4583333333","0.0804","1399.68",NA,"snowmelt","68","HT","5.94181008","3",NA,"0.26213868","1.7",NA,"0.148545252","0.47",NA,"0.0410683932","2.42",NA,"0.2114585352","0.074",NA,"0.00646608744","0.36",NA,"0.0314566416","4.12","0.3600037872","1.95","0.170390142",TRUE,"SW1-Wall","WY12",FALSE,FALSE,NA
"East SW1-2b","54-12-8","4","40968.4583333333","40968.71875","40968.4583333333","40968.7291666667","0.0796","1261.44",NA,"rain/snowmelt","892","HT","70.24453616","7.7",NA,"0.606370996","3.4",NA,"0.267748232","0.36",NA,"0.0283498128","2.21",NA,"0.1740363508","0.157",NA,"0.01236366836","0.636",NA,"0.05008466928","5.61","0.4417845828","1.85","0.145686538",TRUE,"SW1-Wall","WY12",FALSE,FALSE,NA
"East SW1-3","172-12-1","8","40974.8854166667","40975.5763888889","40974.875","40975.5798611111","0.1947","5365.44",NA,"snowmelt","2371",NA,"794.17825758","17.4",NA,"5.828216652","6",NA,"2.00972988","0.23",NA,"0.0770396454","6.6",NA,"2.210702868","0.182",NA,"0.06096180636","2.44",NA,"0.8172901512","12.6","4.220432748","6.37","2.1336632226",TRUE,"SW1-Wall","WY12",FALSE,FALSE,NA
"East SW1-4","172-12-2","4","40975.8784722222","40976.2291666667","40975.875","40976.2395833333","0.2234","1114.56",NA,"rain/snowmelt","3978",NA,"276.78931956","27.8",NA,"1.934324556","10",NA,"0.6958002","0.48",NA,"0.0333984096","15",NA,"1.0437003","0.219",NA,"0.01523802438","5.61",NA,"0.3903439122","25","1.7395005","14.52","1.0103018904",TRUE,"SW1-Wall","WY12",FALSE,FALSE,"Komiskey, Matthew J.:
suspect frost came out after this storm! No soil temp probe in at this point"
"East SW1-5a","71-12-7","10","40980.0694444444","40980.4895833333","40980.0659722222","40980.4895833333","0.1245","1814.4",NA,"rain","1659","HT","187.9145982","44.6",NA,"5.05183308","16.6",NA,"1.88027868","0.13",NA,"0.014725074","6.72",NA,"0.761173056","0.148",NA,"0.0167639304","1.876",NA,"0.2124941448","23.32","2.641451736","6.59","0.746447982",FALSE,"SW1-Wall","WY12",FALSE,FALSE,"Komiskey, Matthew J.:
Lab may of split this wrong!"
"East SW1-5b","71-12-8","3","40980.4895833333","40980.6284722222","40980.4895833333","40980.6284722222","0.0548","362.88",NA,"rain","322","HT","7.29457512","49.1",NA,"1.112309436","18.3",NA,"0.414567468","0.13",NA,"0.0029450148","2.91",NA,"0.0659230236","0.162",NA,"0.00366994152","0.571",NA,"0.01293541116","21.21","0.4804904916","2.78","0.0629780088",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
"East SW1-5c","71-12-9","5","40980.6284722222","40981.1458333333","40980.6284722222","40981.15625","0.1063","907.2",NA,"rain","740","HT","41.909826","44.6",NA,"2.52591654","18.4",NA,"1.04208216","0.13",NA,"0.007362537","3.18",NA,"0.180098982","0.163",NA,"0.0092314887","0.789",NA,"0.0446849361","21.58","1.222181142","3.05","0.172736445",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"40998.3263888889","40998.3993055556","0.0158","51.84",NA,"rain","740",NA,"2.3948472","44.6",NA,"0.144338088","18.4",NA,"0.059547552","0.13",NA,"0.0004207164","3.18",NA,"0.0102913704","0.163",NA,"0.00052751364","0.789",NA,"0.00255342492","21.58","0.0698389224","3.05","0.009870654",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41014.3055555556","41014.3472222222","0.0447","69.12",NA,"rain","2483",NA,"10.71424432","30.5",NA,"0.13160872","17.5",NA,"0.0755132","0.1",NA,"0.000431504","9",NA,"0.03883536","0.13",NA,"0.0005609552","2.46",NA,"0.0106149984","26.5","0.11434856","8.9","0.038403856",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"East SW1-6","180-12-8","23","41018.8611111111","41019.9166666667","41018.8576388889","41019.1215277778","0.6134","6350.4",NA,"rain","2483","HT","984.3711969","30.5",NA,"12.09155115","17.5",NA,"6.93777525","0.1",NA,"0.03964443","9",NA,"3.5679987","0.13",NA,"0.051537759","2.46",NA,"0.975252978","26.5","10.50577395","8.9","3.52835427",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,"180-12-9","1","41019.1284722222",NA,"41019.1215277778","41019.9270833333","0.3216","3395.52","0.2848","rain","734","HT","155.59063356","24.6",NA,"5.214617964","20.8",NA,"4.409107872","0.08",NA,"0.0169581072","2.68",NA,"0.5680965912","0.199",NA,"0.04218329166","0.957",NA,"0.20286135738","23.48","4.9772044632","2.6","0.551138484",FALSE,"SW1-Wall","WY12",FALSE,TRUE,NA
NA,NA,NA,NA,NA,"41028.9965277778","41029.0416666667","0.0081","17.28",NA,"rain","6357",NA,"6.85767732","23.9",NA,"0.025782364","6",NA,"0.00647256","0.15",NA,"0.000161814","19.6",NA,"0.021143696","0.077",NA,"8.306452e-05","6.6",NA,"0.007119816","25.6","0.027616256","19.45","0.020981882",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"East SW1-7","206-12-9","3","41031.2381944444","41031.2923611111","41031.2375","41031.2930555556","0.2276","293.76",NA,"rain","6357","HT","116.58051444","23.9",NA,"0.438300188","6",NA,"0.11003352","0.15",NA,"0.002750838","19.6",NA,"0.359442832","0.077",NA,"0.00141209684","6.6",NA,"0.121036872","25.6","0.469476352","19.45","0.356691994",FALSE,"SW1-Wall","WY12",FALSE,FALSE,"Komiskey, Matthew J.:
times were off on split, split was not done properly"
"32","206-12-10","19","41031.9979166667","41032.4097222222","41031.9972222222","41032.4097222222","8.0948","34093.44",NA,"rain","11906","HT","25340.65277288","8.5",NA,"18.09134458","7",NA,"14.89875436","0.03",NA,"0.0638518044","30.4",NA,"64.703161792","0.148",NA,"0.31500223504","9.52",NA,"20.2623059296","37.4","79.601916152","30.37","64.6393099876",FALSE,"SW1-Wall","WY12",FALSE,FALSE,"Komiskey, Matthew J.:
times were off on split, not split correctly"
"East SW1-9",NA,NA,"41032.4104166667","41033.4861111111","41032.4097222222","41033.5208333333","8.4344","20295.36",NA,"rain","11906",NA,"15084.94509972","8.5",NA,"10.76953077","7",NA,"8.86902534","0.03",NA,"0.0380101086","30.4",NA,"38.516910048","0.148",NA,"0.18751653576","9.52",NA,"12.0618744624","37.4","47.385935388","30.37","38.4788999394",FALSE,"SW1-Wall","WY12",TRUE,FALSE,"Komiskey, Matthew J.:
Sampler was full from previous event, this was unsampled"
NA,NA,NA,NA,NA,"41034.1465277778","41034.1979166667","0.0272","51.84",NA,"rain","8700",NA,"28.155636","14.8",NA,"0.047896944","4",NA,"0.01294512","0.19",NA,"0.0006148932","26.4",NA,"0.085437792","0.188",NA,"0.00060842064","14.76",NA,"0.0477674928","30.4","0.098382912","26.21","0.0848228988",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"East SW1-10","206-12-11","3","41035.3888888889","41036.7604166667","41035.3854166667","41036.7708333333","1.426","12830.4",NA,"rain","8700","HT","6968.51991","14.8",NA,"11.85449364","4",NA,"3.2039172","0.19",NA,"0.152186067","26.4",NA,"21.14585352","0.188",NA,"0.1505841084","14.76",NA,"11.822454468","30.4","24.34977072","26.21","20.993667453",FALSE,"SW1-Wall","WY12",FALSE,FALSE,"Komiskey, Matthew J.:
times were off on split, split incorrectly"
NA,NA,NA,NA,NA,"41037.78125","41037.8020833333","0.0345","17.28",NA,"rain","8700",NA,"9.385212","14.8",NA,"0.015965648","4",NA,"0.00431504","0.19",NA,"0.0002049644","26.4",NA,"0.028479264","0.188",NA,"0.00020280688","14.76",NA,"0.0159224976","30.4","0.032794304","26.21","0.0282742996",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41076.6902777778","41076.6979166667","0.0171","8.64",NA,"rain","839",NA,"0.45253982","347",NA,"0.18716486","118",NA,"0.06364684","9.6",NA,"0.005178048","34.7",NA,"0.018716486","1.23",NA,"0.0006634374","3.63",NA,"0.0019579494","152.7","0.082363326","25.1","0.013538438",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41078.1770833333","41078.2055555556","0.0319","34.56",NA,"rain","839",NA,"1.81015928","347",NA,"0.74865944","118",NA,"0.25458736","9.6",NA,"0.020712192","34.7",NA,"0.074865944","1.23",NA,"0.0026537496","3.63",NA,"0.0078317976","152.7","0.329453304","25.1","0.054153752",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41078.2138888889","41078.2354166667","0.049","43.2",NA,"rain","839",NA,"2.2626991","347",NA,"0.9358243","118",NA,"0.3182342","9.6",NA,"0.02589024","34.7",NA,"0.09358243","1.23",NA,"0.003317187","3.63",NA,"0.009789747","152.7","0.41181663","25.1","0.06769219",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41078.2493055556","41078.3125","0.0324","95.04",NA,"rain","839",NA,"4.97793802","347",NA,"2.05881346","118",NA,"0.70011524","9.6",NA,"0.056958528","34.7",NA,"0.205881346","1.23",NA,"0.0072978114","3.63",NA,"0.0215374434","152.7","0.905996586","25.1","0.148922818",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-11","294-12-1","8","41078.7409722222","41079.2604166667","41078.7402777778","41079.2708333333","0.1564","1356.48",NA,"rain","839","HT","71.04875174","347",NA,"29.38488302","118",NA,"9.99255388","9.6",NA,"0.812953536","34.7",NA,"2.938488302","1.23",NA,"0.1041596718","3.63",NA,"0.3073980558","152.7","12.931042182","25.1","2.125534766",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41080.9694444444","41081.03125","0.0228","77.76",NA,"rain","839",NA,"4.07285838","347",NA,"1.68448374","118",NA,"0.57282156","9.6",NA,"0.046602432","34.7",NA,"0.168448374","1.23",NA,"0.0059709366","3.63",NA,"0.0176215446","152.7","0.741269934","25.1","0.121845942",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41082.6708333333","41082.7291666667","0.0257","43.2",NA,"rain","839",NA,"2.2626991","347",NA,"0.9358243","118",NA,"0.3182342","9.6",NA,"0.02589024","34.7",NA,"0.09358243","1.23",NA,"0.003317187","3.63",NA,"0.009789747","152.7","0.41181663","25.1","0.06769219",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41093.2881944444","41093.34375","0.6302","336.96",NA,"rain","2881",NA,"60.60419742","17.2",NA,"0.361816104","6.1",NA,"0.128318502","0.44",NA,"0.0092557608","9.8",NA,"0.206151036","0.337",NA,"0.00708907134","3.07",NA,"0.0645799674","15.9","0.334469538","9.36","0.1968952752",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41094.96875","41095.0416666667","0.1157","181.44",NA,"rain","2881",NA,"32.63302938","17.2",NA,"0.194824056","6.1",NA,"0.069094578","0.44",NA,"0.0049838712","9.8",NA,"0.111004404","0.337",NA,"0.00381719226","3.07",NA,"0.0347738286","15.9","0.180098982","9.36","0.1060205328",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-12","372-12-1","2","41107.6548611111","41107.7166666667","41107.6520833333","41107.71875","0.7549","725.76",NA,"rain","2881",NA,"130.53211752","17.2",NA,"0.779296224","6.1",NA,"0.276378312","0.44",NA,"0.0199354848","9.8",NA,"0.444017616","0.337","Q","0.01526876904","3.07",NA,"0.1390953144","15.9","0.720395928","9.36","0.4240821312",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41107.9520833333","41108.09375","0.2695","440.64",NA,"rain","2881",NA,"79.25164278","17.2",NA,"0.473144136","6.1",NA,"0.167801118","0.44",NA,"0.0121036872","9.8",NA,"0.269582124","0.337",NA,"0.00927032406","3.07",NA,"0.0844507266","15.9","0.437383242","9.36","0.2574784368",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41115.3173611111","41115.3333333333","0.0175","8.64",NA,"rain","2988",NA,"1.61166744","36.7",NA,"0.019795246","6.3",NA,"0.003398094","0.4",NA,"0.000215752","10.8",NA,"0.005825304","0.592",NA,"0.00031931296","3.09",NA,"0.0016666842","17.1","0.009223398","10.4","0.005609552",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-13","389-12-2","6","41115.8104166667","41115.9895833333","41115.8104166667","41115.9895833333","1.21","1779.84",NA,"rain","2988",NA,"332.00349264","36.7",NA,"4.077820676","6.3",NA,"0.700007364","0.4",NA,"0.044444912","10.8",NA,"1.200012624","0.592",NA,"0.06577846976","3.09",NA,"0.3433369452","17.1","1.900019988","10.4","1.155567712",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41116.1493055556","41116.2472222222","0.0405","216",NA,"rain","1395",NA,"18.8108775","55.1",NA,"0.74299595","3.2",NA,"0.0431504","0.24",NA,"0.00323628","8.49",NA,"0.114483405","0.974",NA,"0.013133903","2.79",NA,"0.037621755","11.69","0.157633805","8.25","0.111247125",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-14","430-12-1","4","41116.5805555556","41116.7291666667","41116.5784722222","41116.7298611111","0.5332","1036.8",NA,"rain","1395",NA,"90.292212","55.1",NA,"3.56638056","3.2",NA,"0.20712192","0.24",NA,"0.015534144","8.49",NA,"0.549520344","0.974",NA,"0.0630427344","2.79",NA,"0.180584424","11.69","0.756642264","8.25","0.5339862",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41117.09375","41117.2152777778","0.1092","544.32",NA,"rain","1395",NA,"47.4034113","55.1",NA,"1.872349794","3.2",NA,"0.108739008","0.24",NA,"0.0081554256","8.49",NA,"0.2884981806","0.974",NA,"0.03309743556","2.79",NA,"0.0948068226","11.69","0.3972371886","8.25","0.280342755",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41117.325","41117.4145833333","0.1223","414.72",NA,"rain","1395",NA,"36.1168848","55.1",NA,"1.426552224","3.2",NA,"0.082848768","0.24",NA,"0.0062136576","8.49",NA,"0.2198081376","0.974",NA,"0.02521709376","2.79",NA,"0.0722337696","11.69","0.3026569056","8.25","0.21359448",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41123.1569444444","41123.1875","0.0345","51.84",NA,"rain","903",NA,"2.92236084","20.4",NA,"0.066020112","0.8",NA,"0.002589024","0.08",NA,"0.0002589024","4.79",NA,"0.0155017812","0.55",NA,"0.001779954","1.64",NA,"0.0053074992","5.59","0.0180908052","4.71","0.0152428788",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41123.4791666667","41123.5416666667","0.0389","120.96",NA,"rain","903",NA,"6.81884196","20.4",NA,"0.154046928","0.8",NA,"0.006041056","0.08",NA,"0.0006041056","4.79",NA,"0.0361708228","0.55",NA,"0.004153226","1.64",NA,"0.0123841648","5.59","0.0422118788","4.71","0.0355667172",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-15","430-12-8","6","41125.7006944444","41125.8097222222","41125.7","41125.8104166667","0.7495","1002.24",NA,"rain","903",NA,"56.49897624","20.4",NA,"1.276388832","0.8",NA,"0.050054464","0.08",NA,"0.0050054464","4.79",NA,"0.2997011032","0.55",NA,"0.034412444","1.64",NA,"0.1026116512","5.59","0.3497555672","4.71","0.2946956568",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
"EST1-11","443-12-7","19","41130.3208333333","41131.65625","41130.3194444444","41131.6666666667","0.4199","8691.84",NA,"rain","115","HT","62.4008722","35.3",NA,"19.154354684","7.2",NA,"3.906837216","0.14",NA,"0.0759662792","4.44",NA,"2.4092162832","1.144",NA,"0.62075302432","1.767",NA,"0.95880296676","11.64","6.3160534992","4.3","2.333250004",FALSE,"SW1-Wall","WY12",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41137.3659722222","41137.46875","0.0689","181.44",NA,"rain","903",NA,"10.22826294","20.4",NA,"0.231070392","0.8",NA,"0.009061584","0.08",NA,"0.0009061584","4.79",NA,"0.0542562342","0.55",NA,"0.006229839","1.64",NA,"0.0185762472","5.59","0.0633178182","4.71","0.0533500758",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41147.4951388889","41147.53125","0.0118","8.64",NA,"rain","903",NA,"0.48706014","20.4",NA,"0.011003352","0.8",NA,"0.000431504","0.08",NA,"4.31504e-05","4.79",NA,"0.0025836302","0.55",NA,"0.000296659","1.64",NA,"0.0008845832","5.59","0.0030151342","4.71","0.0025404798",FALSE,"SW1-Wall","WY12",TRUE,FALSE,NA
"ESW1-17","572-12-1","17","41196.1979166667","41197.7708333333","41196.1875","41197.78125","0.4864","10946.88",NA,"rain","199","HT","135.99549754","26.3",NA,"17.973274298","3.5",NA,"2.39188061","0.05",NA,"0.034169723","3.01",NA,"2.0570173246","1.06",NA,"0.7243981276","1.34",NA,"0.9157485764","6.51","4.4488979346","2.96","2.0228476016",FALSE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-18","572-12-11","19","41199.8944444444","41200.5506944444","41199.8854166667","41201.625","0.5574","7231.68",NA,"rain","314","HT","141.75877284","35.9",NA,"16.207452054","3.8",NA,"1.715552028","0.08",NA,"0.0361168848","4.05",NA,"1.828417293","1.11",NA,"0.5011217766","1.54",NA,"0.6952500324","7.85","3.543969321","3.97","1.7923004082",FALSE,"SW1-Wall","WY13",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41207.7402777778","41208.09375","0.1433","1131.84",NA,"rain","314",NA,"22.18685692","35.9",NA,"2.536650202","3.8",NA,"0.268503364","0.08",NA,"0.0056527024","4.05",NA,"0.286168059","1.11",NA,"0.0784312458","1.54",NA,"0.1088145212","7.85","0.554671423","3.97","0.2805153566",FALSE,"SW1-Wall","WY13",TRUE,FALSE,NA
"ESW1-19","625-12-1","6","41224.7368055556","41225.4166666667","41224.7291666667","41225.4270833333","0.0757","1555.2",NA,"rain","705","HT","68.447322","91.6",NA,"8.89329744","5.4",NA,"0.52427736","1.34",NA,"0.130098456","10.1",NA,"0.98059284","0.892",NA,"0.0866028528","2.85",NA,"0.27670194","15.5","1.5048702","8.76","0.850494384",FALSE,"SW1-Wall","WY13",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41258.4375","41259.15625","0.0465","1149.12",NA,"rain","705",NA,"50.5749657","91.6",NA,"6.571158664","5.4",NA,"0.387382716","1.34",NA,"0.0961283036","10.1",NA,"0.724549154","0.892",NA,"0.06398988568","2.85",NA,"0.204451989","15.5","1.11193187","8.76","0.6284208504",FALSE,"SW1-Wall","WY13",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"41271.0208333333","41271.4791666667","0.0465","1105.92",NA,"snowmelt","705",NA,"48.6736512","91.6",NA,"6.324122624","5.4",NA,"0.372819456","1.34",NA,"0.0925144576","10.1",NA,"0.697310464","0.892",NA,"0.06158425088","2.85",NA,"0.196765824","15.5","1.07012992","8.76","0.6047960064",TRUE,"SW1-Wall","WY13",TRUE,FALSE,"Komiskey, Matthew J.:
start of frozen ground…site temp probe shows above freezing, but had snowmelt runoff"
"ESW1-20","029-13-5","14","41284.8333333333","41287.6041666667","41284.8298611111","41287.6145833333","0.2092","16796.16",NA,"rain/snowmelt","152",NA,"159.38031744","97.2",NA,"101.919518784","39.6",NA,"41.522766912","0.59",NA,"0.6186472848","2.9",NA,"3.040808688","0.541",NA,"0.56726810352","0.866",NA,"0.90804838752","42.5","44.5635756","2.31","2.4221614032",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-21","038-13-1","10","41303.0416666667","41304.28125","41303","41304.34375","0.599","14523.84",NA,"rain/snowmelt","135",NA,"122.4042003","11.8",NA,"10.699033804","5.6",NA,"5.077507568","0.78",NA,"0.7072242684","3.43",NA,"3.1099733854","0.739",NA,"0.67004965942","1",NA,"0.90669778","9.03","8.1874809534","2.65","2.402749117",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-3","062-13-1",NA,"41316.3777777778",NA,"41315.75","41316.4305555556","0.2178","8311.68",NA,NA,"<2","HT","0.51888356","1.9",NA,"0.985878764","1.3",NA,"0.674548628","0.59",NA,"0.3061413004","1.14",NA,"0.5915272584","0.192",NA,"0.09962564352","0.247",NA,"0.12816423932","2.44","1.2660758864","0.55","0.285385958",TRUE,"SW1-Wall","WY13",FALSE,TRUE,"Komiskey, Matthew J.:
This is a completely estimated event"
"ESW1-22","090-13-9","22","41342.8854166667","41346.0243055556","41342.8819444444","41346.0277777778","0.8837","45869.76",NA,"rain/snowmelt","147","HT","420.94455774","4.5",NA,"12.88605789","1.1",NA,"3.149925262","0.55",NA,"1.574962631","1.29",NA,"3.6940032618","0.173",NA,"0.49539733666","0.277",NA,"0.79320845234","2.39","6.8439285238","0.74","2.1190406308",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41359.5104166667","41360.4166666667","0.0265","794.88",NA,NA,"<2",NA,"0.04962296","1.9",NA,"0.094283624","1.3",NA,"0.064509848","0.59",NA,"0.0292775464","1.14",NA,"0.0565701744","0.192",NA,"0.00952760832","0.247",NA,"0.01225687112","2.44","0.1210800224","0.55","0.027292628",TRUE,"SW1-Wall","WY13",TRUE,FALSE,NA
"ESW1-23a","114-13-4","10","41360.4166666667","41361.3951388889","41360.4166666667","41361.3951388889","0.6566","17107.2",NA,"snowmelt","87","HT","92.9135988","7.9",NA,"8.43698196","2",NA,"2.1359448","0.85",NA,"0.90777654","2.83",NA,"3.022361892","0.334",NA,"0.3567027816","0.543",NA,"0.5799090132","4.83","5.158306692","1.98","2.114585352",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-23b","114-13-5","22","41361.3951388889","41363.3944444444","41361.3951388889","41363.3944444444","0.7873","33056.64",NA,"rain/snowmelt","699","HT","1442.50384812","16.1",NA,"33.225052868","2.5",NA,"5.1591697","1.06",NA,"2.1874879528","4.43",NA,"9.1420487084","0.461",NA,"0.95135089268","1.12",NA,"2.3113080256","6.93","14.3012184084","3.37","6.9545607556",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-13","114-13-7",NA,"41363.6513888889",NA,NA,NA,NA,NA,NA,NA,"346","HT","0","33",NA,"0","4.8",NA,"0","1.7",NA,"0","4.9",NA,"0","0.738",NA,"0","1.26",NA,"0","9.7","0","3.2","0",TRUE,"SW1-Wall","WY13",FALSE,TRUE,"Komiskey, Matthew J.:
use to estimate small flows after 23c event, had troubles with communication and missed samples, that is why this should be used"
"ESW1-23c","114-13-6","11","41363.3944444444","41365.0180555556","41363.3944444444","41365.0180555556","0.4762","25090.56",NA,"rain/snowmelt","1999","HT","3131.15268048","29",NA,"45.42442608","4.7",NA,"7.361889744","1.42",NA,"2.2242305184","10.2",NA,"15.976867104","0.632",NA,"0.98993921664","2.78",NA,"4.3544794656","14.9","23.338756848","8.78","13.7526365856",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41365.0180555556","41370.3833333333","0.1063","13789.44",NA,NA,"346",NA,"297.85426608","33",NA,"28.40806584","4.8",NA,"4.132082304","1.7",NA,"1.463445816","4.9",NA,"4.218167352","0.738",NA,"0.63530765424","1.26",NA,"1.0846716048","9.7","8.350249656","3.2","2.754721536",TRUE,"SW1-Wall","WY13",TRUE,FALSE,NA
"ESW1-23d","133-13-1","5","41370.3833333333","41371.3416666667","41370.3833333333","41371.3416666667","0.0788","3533.76",NA,"rain/snowmelt","219","HT","48.31280598","79.8",NA,"17.604392316","1.6",NA,"0.352970272","1.08",NA,"0.2382549336","5.3",NA,"1.169214026","0.874",NA,"0.19281001108","1.68",NA,"0.3706187856","6.9","1.522184298","4.22","0.9309590924",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"41371.3416666667","41372.3833333333","0.0262","1667.52",NA,NA,"346",NA,"36.01871764","33",NA,"3.43531122","4.8",NA,"0.499681632","1.7",NA,"0.176970578","4.9",NA,"0.510091666","0.738",NA,"0.07682605092","1.26",NA,"0.1311664284","9.7","1.009773298","3.2","0.333121088",TRUE,"SW1-Wall","WY13",TRUE,FALSE,NA
"ESW1-24a","133-13-2","3","41372.3833333333","41373.4034722222","41372.3833333333","41373.4034722222","0.0845","3291.84",NA,"rain/snowmelt","358","HT","73.57035324","84.3",NA,"17.323968654","5.2",NA,"1.068619656","0.91",NA,"0.1870084398","5.9",NA,"1.212472302","0.691",NA,"0.14200311198","1.53",NA,"0.3144207834","11.1","2.281091958","4.99","1.0254638622",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-24b","133-13-3","8","41373.4041666667","41373.9972222222","41373.4034722222","41373.9972222222","1.0558","10376.64",NA,"rain/snowmelt","2464","HT","1596.16781632","58.8",NA,"38.090368344","14.6",NA,"9.457812548","0.88",NA,"0.5700599344","16",NA,"10.36472608","0.583",NA,"0.37766470654","4.71",NA,"3.0511162398","30.6","19.822538628","15.12","9.7946661456",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
"ESW1-24c","142-13-9","15","41373.9979166667","41375.3625","41373.9972222222","41375.3625","1.404","33410.88",NA,"rain/snowmelt","778","HT","1622.73875388","47.5",NA,"99.07466685","20.4",NA,"42.549962184","0.86",NA,"1.7937729156","5.5",NA,"11.47180353","0.562",NA,"1.17220974252","1.4",NA,"2.920095444","25.9","54.021765714","4.64","9.6780306144",TRUE,"SW1-Wall","WY13",FALSE,FALSE,NA
